STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2009,,97.64265,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2010,,95.82892,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2011,,91.60742,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2012,,84.82095,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2013,,84.55877,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2014,,82.78223,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2015,,81.56702,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2016,,78.45467,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2017,,75.39294,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2018,,72.32398,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2019,,66.1973,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,67.10332,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2021,,64.76589,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2022,,61.78031,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2023,,57.91698,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2024,,57.02529,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1996,,97.22083,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1997,,96.94549,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1998,,97.0897,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1999,,97.00301,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2000,,96.99388,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2001,,96.90857,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2002,,96.85543,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2003,,96.93993,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2004,,96.69122,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2005,,96.33597,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2006,,95.65292,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2007,,94.88866,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2008,,92.53078,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2009,,91.61701,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2010,,88.368,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2011,,87.87956,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2012,,86.21831,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2013,,85.08868,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2014,,82.80559,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2015,,82.04591,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2016,,82.20977,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2017,,81.99345,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2018,,79.52551,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2019,,78.65076,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,78.22448,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2021,,79.05205,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2022,,77.80278,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2023,,77.48577,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CYP,Cyprus,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2024,,78.7439,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IND,India,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2012,,67.11755,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1995,,86.45691,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1996,,87.79723,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1997,,88.9522,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1998,,89.97232,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1999,,92.4125,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2000,,90.19702,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2001,,91.09425,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2002,,95.14404,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2003,,93.34978,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2004,,93.74528,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2005,,90.89526,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2006,,86.50049,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2007,,95.45049,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2008,,95.05907,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2009,,93.21473,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2010,,90.87079,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2011,,83.41775,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2012,,84.57378,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2013,,86.54819,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2014,,87.03962,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2015,,90.40681,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2016,,85.53971,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2017,,87.37862,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2018,,88.8619,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2019,,90.92654,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,88.36404,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2021,,82.94082,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2022,,86.03599,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2023,,78.93167,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MLT,Malta,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2024,,79.51472,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MDA,Moldova,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1995,,99.99999,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MDA,Moldova,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,95.29138,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MDA,Moldova,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2021,,93.78841,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2011,,99.69947,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2012,,96.42026,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2013,,96.59453,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2014,,94.96276,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2015,,93.9455,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2016,,92.86684,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2017,,96.14763,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2018,,94.14851,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2019,,93.50106,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,94.17447,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2021,,95.30547,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2022,,95.65953,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MNE,Montenegro,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2023,,96.31042,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
